2021-05-30T12:13:39Z,33,0,24,5
2021-05-30T12:13:40Z,31,0,24,9
2021-05-30T12:13:42Z,31,0,24,9
2021-05-30T12:13:43Z,31,0,24,9
2021-05-30T12:13:44Z,31,0,24,9
2021-05-30T12:13:46Z,31,0,24,9
2021-05-30T12:13:47Z,31,0,24,9
2021-05-30T12:13:48Z,31,0,24,9
2021-05-30T12:13:49Z,31,0,24,9
2021-05-30T12:13:50Z,31,0,24,9
2021-05-30T12:13:51Z,31,0,24,9
2021-05-30T12:13:53Z,31,0,24,9
2021-05-30T12:13:54Z,31,0,24,9
2021-05-30T12:13:55Z,31,0,24,9
2021-05-30T12:13:56Z,31,0,24,9
2021-05-30T12:13:57Z,31,0,24,9
2021-05-30T12:13:58Z,31,0,24,9
2021-05-30T12:14:02Z,31,0,24,9
2021-05-30T12:14:03Z,31,0,24,9
2021-05-30T12:14:04Z,31,0,24,9
2021-05-30T12:14:05Z,31,0,24,9
2021-05-30T12:14:06Z,31,0,24,9
2021-05-30T12:14:07Z,31,0,25,0
2021-05-30T12:14:08Z,31,0,24,9
2021-05-30T12:14:10Z,31,0,25,0
2021-05-30T12:14:11Z,31,0,25,0
2021-05-30T12:14:13Z,31,0,25,0
2021-05-30T12:14:14Z,31,0,25,0
2021-05-30T12:14:15Z,31,0,25,0
2021-05-30T12:14:16Z,31,0,25,0
2021-05-30T12:14:17Z,31,0,25,0
2021-05-30T12:14:18Z,31,0,25,0
2021-05-30T12:14:19Z,31,0,25,0
2021-05-30T12:14:22Z,31,0,25,0
2021-05-30T12:14:23Z,31,0,25,0
2021-05-30T12:14:24Z,31,0,25,0
2021-05-30T12:14:25Z,31,0,25,0
2021-05-30T12:14:27Z,31,0,25,0
2021-05-30T12:14:28Z,31,0,25,0
2021-05-30T12:14:29Z,31,0,25,0
2021-05-30T12:14:31Z,31,0,25,0
2021-05-30T12:14:32Z,31,0,25,0
2021-05-30T12:14:33Z,31,0,25,0
2021-05-30T12:14:34Z,31,0,25,0
2021-05-30T12:14:35Z,31,0,25,0
2021-05-30T12:14:36Z,31,0,25,0
2021-05-30T12:14:37Z,31,0,25,0
2021-05-30T12:14:38Z,31,0,25,0
2021-05-30T12:14:39Z,31,0,25,0
2021-05-30T12:14:42Z,31,0,25,0
2021-05-30T12:14:44Z,31,0,25,0
2021-05-30T12:14:45Z,31,0,25,0
2021-05-30T12:14:46Z,31,0,25,0
2021-05-30T12:14:47Z,31,0,25,0
2021-05-30T12:14:48Z,31,0,25,0
2021-05-30T12:14:49Z,31,0,25,0
2021-05-30T12:14:50Z,31,0,25,0
2021-05-30T12:14:51Z,31,0,25,0
2021-05-30T12:14:54Z,31,0,25,0
2021-05-30T12:14:55Z,31,0,25,0
2021-05-30T12:14:56Z,31,0,25,0
2021-05-30T12:14:57Z,31,0,25,0
2021-05-30T12:14:58Z,31,0,25,0
2021-05-30T12:14:59Z,31,0,25,0
2021-05-30T12:15:00Z,31,0,25,0
2021-05-30T12:15:01Z,31,0,25,0
2021-05-30T12:15:03Z,31,0,25,0
2021-05-30T12:15:04Z,31,0,24,9
2021-05-30T12:15:05Z,31,0,24,9
2021-05-30T12:15:06Z,31,0,24,9
2021-05-30T12:15:08Z,31,0,24,9
2021-05-30T12:15:09Z,31,0,24,9
2021-05-30T12:15:10Z,31,0,24,9
2021-05-30T12:15:12Z,31,0,24,9
2021-05-30T12:15:13Z,31,0,24,9
2021-05-30T12:15:14Z,31,0,24,9
2021-05-30T12:15:15Z,31,0,24,9
2021-05-30T12:15:16Z,31,0,24,9
2021-05-30T12:15:17Z,31,0,24,9
2021-05-30T12:15:18Z,31,0,24,9
2021-05-30T12:15:19Z,31,0,24,9
2021-05-30T12:15:20Z,31,0,24,9
2021-05-30T12:15:22Z,31,0,24,9
2021-05-30T12:15:23Z,31,0,24,9
2021-05-30T12:15:24Z,31,0,24,9
2021-05-30T12:15:25Z,31,0,24,9
2021-05-30T12:15:26Z,31,0,24,9
2021-05-30T12:15:27Z,31,0,24,9
2021-05-30T12:15:28Z,31,0,24,9
2021-05-30T12:15:31Z,31,0,24,9
2021-05-30T12:15:32Z,31,0,24,9
2021-05-30T12:15:33Z,31,0,24,9
2021-05-30T12:15:34Z,31,0,24,9
2021-05-30T12:15:36Z,31,0,24,8
2021-05-30T12:15:37Z,31,0,24,8
2021-05-30T12:15:38Z,31,0,24,8
2021-05-30T12:15:39Z,31,0,24,8
2021-05-30T12:15:41Z,31,0,24,8
2021-05-30T12:15:44Z,31,0,24,8
2021-05-30T12:15:45Z,31,0,24,8
2021-05-30T12:15:46Z,31,0,24,8
2021-05-30T12:15:47Z,31,0,24,8
2021-05-30T12:15:49Z,31,0,24,8
2021-05-30T12:15:50Z,31,0,24,8
2021-05-30T12:15:51Z,31,0,24,8
2021-05-30T12:15:52Z,31,0,24,8
2021-05-30T12:15:54Z,31,0,24,8
2021-05-30T12:15:55Z,31,0,24,8
2021-05-30T12:15:56Z,31,0,24,8
2021-05-30T12:15:57Z,31,0,24,8
2021-05-30T12:15:58Z,31,0,24,8
2021-05-30T12:15:59Z,31,0,24,8
2021-05-30T12:16:00Z,31,0,24,8
2021-05-30T12:16:01Z,31,0,24,8
2021-05-30T12:16:03Z,31,0,24,8
2021-05-30T12:16:04Z,31,0,24,8
2021-05-30T12:16:05Z,31,0,24,8
2021-05-30T12:16:06Z,31,0,24,8
2021-05-30T12:16:07Z,31,0,24,8
2021-05-30T12:16:11Z,31,0,24,8
2021-05-30T12:16:12Z,31,0,24,8
2021-05-30T12:16:13Z,31,0,24,8
2021-05-30T12:16:14Z,31,0,24,8
2021-05-30T12:16:16Z,31,0,24,8
2021-05-30T12:16:17Z,31,0,24,8
2021-05-30T12:16:18Z,31,0,24,8
2021-05-30T12:16:19Z,31,0,24,8
2021-05-30T12:16:21Z,31,0,24,9
2021-05-30T12:16:22Z,31,0,24,9
2021-05-30T12:16:23Z,31,0,24,9
2021-05-30T12:16:24Z,31,0,24,9
2021-05-30T12:16:25Z,31,0,24,9
2021-05-30T12:16:26Z,31,0,24,9
2021-05-30T12:16:27Z,31,0,24,9
2021-05-30T12:16:28Z,31,0,24,9
2021-05-30T12:16:32Z,31,0,24,9
2021-05-30T12:16:33Z,31,0,24,9
2021-05-30T12:16:34Z,31,0,24,9
2021-05-30T12:16:35Z,31,0,24,9
2021-05-30T12:16:36Z,31,0,24,9
2021-05-30T12:16:37Z,31,0,24,9
2021-05-30T12:16:38Z,31,0,24,9
2021-05-30T12:16:39Z,31,0,24,9
2021-05-30T12:16:40Z,31,0,24,9
2021-05-30T12:16:41Z,31,0,24,9
2021-05-30T12:16:42Z,31,0,24,9
2021-05-30T12:16:44Z,31,0,24,9
2021-05-30T12:16:45Z,31,0,24,9
2021-05-30T12:16:46Z,31,0,24,9
2021-05-30T12:16:47Z,31,0,24,9
2021-05-30T12:16:48Z,31,0,24,9
2021-05-30T12:16:50Z,31,0,24,9
2021-05-30T12:16:52Z,31,0,24,9
2021-05-30T12:16:53Z,31,0,24,9
2021-05-30T12:16:54Z,31,0,24,9
2021-05-30T12:16:55Z,31,0,24,9
2021-05-30T12:16:57Z,31,0,24,9
2021-05-30T12:16:58Z,31,0,25,0
2021-05-30T12:16:59Z,31,0,25,0
2021-05-30T12:17:01Z,31,0,25,0
2021-05-30T12:17:02Z,31,0,25,0
2021-05-30T12:17:03Z,31,0,25,0
2021-05-30T12:17:04Z,31,0,25,0
2021-05-30T12:17:05Z,31,0,25,0
2021-05-30T12:17:06Z,31,0,25,0
2021-05-30T12:17:07Z,31,0,25,0
2021-05-30T12:17:09Z,31,0,25,0
2021-05-30T12:17:11Z,31,0,25,0
2021-05-30T12:17:12Z,31,0,25,0
2021-05-30T12:17:13Z,31,0,25,0
2021-05-30T12:17:14Z,31,0,25,0
2021-05-30T12:17:15Z,31,0,25,0
2021-05-30T12:17:16Z,31,0,25,0
2021-05-30T12:17:17Z,31,0,25,0
2021-05-30T12:17:18Z,31,0,25,0
2021-05-30T12:17:21Z,31,0,25,0
2021-05-30T12:17:22Z,31,0,25,0
2021-05-30T12:17:23Z,31,0,25,0
2021-05-30T12:17:25Z,31,0,25,0
2021-05-30T12:17:26Z,31,0,25,0
2021-05-30T12:17:27Z,31,0,25,0
2021-05-30T12:17:28Z,31,0,25,0
2021-05-30T12:17:29Z,31,0,25,0
2021-05-30T12:17:30Z,31,0,25,0
2021-05-30T12:17:31Z,31,0,25,0
2021-05-30T12:17:33Z,31,0,25,0
